time	good2bad daily avg price	good2bad cumul avg price	good2bad daily avg num transactions	good2bad cumul avg num transactions	good2bad daily avg market vol	good2bad cumul avg market vol	bad2bad daily avg price	bad2bad cumul avg price	bad2bad daily avg num transactions	bad2bad cumul avg num transactions	bad2bad daily avg market vol	bad2bad cumul avg market vol	good2good daily avg price	good2good cumul avg price	good2good daily avg num transactions	good2good cumul avg num transactions	good2good daily avg market vol	good2good cumul avg market vol	bad2good daily avg price	bad2good cumul avg price	bad2good daily avg num transactions	bad2good cumul avg num transactions	bad2good daily avg market vol	bad2good cumul avg market vol	average price ratio	latest price ratio	average num transactions ratio	latest num transactions ratio	average market volume	latest market volume	average cost of being bad	latest cost of being bad
2.220446049250313e-16	28.91288384339032	28.91288384339032	1010	1010	29202.01268182422	29202.01268182422	3.0473633769768225	3.0473633769768225	17123	17123	52180.00310397413	52180.00310397413	31.369856549893466	31.369856549893466	4794	4794	150387.09230018928	150387.09230018928	0	0	0	0	0	0	19.781933736136214	19.781933736136214	0.33895929451614787	0.33895929451614787	3.4417227730738795	3.4417227730738795	1.7868632437260656	1.7868632437260656
0.9999999999999993	28.97464103730314	28.942833405558094	951	1961	27554.883626475286	56756.89630829942	2.8680998341814425	2.9577289883638493	17124	34247	49113.341560523026	101293.34466449675	31.135724198876687	31.252498074321334	4818	9612	150011.91919018788	300399.01149037667	0	0	0	0	0	0	20.35187527887001	20.958254144362922	0.3379274097001197	0.336895585143658	3.5259563101766056	3.615449431349427	1.7846878750077966	1.7823824707912734
1.9999999999999987	28.692692586868883	28.860853761174567	956	2917	27430.21411304665	84187.11042134621	2.8215094588348952	2.9123587329883063	17103	51350	48256.276274453216	149549.62093894952	30.959384187167345	31.154536274396328	4825	14437	149379.02870308244	449778.0401934598	0	0	0	0	0	0	20.607142024015168	21.14190210748709	0.3379552093476144	0.3380108752850377	3.5704881581263654	3.663963663722051	1.776395699893629	1.75923804588536
2.999999999999998	28.916005729083153	28.874996733317303	1006	3923	29089.50176345765	113276.61218480379	2.932897723839553	2.91749265569746	17113	68463	50190.67874806627	199740.2996870152	31.11362084676378	31.14439908919461	4755	19192	147945.26712636178	597723.307319823	0	0	0	0	0	0	20.572252583156406	20.467684941041917	0.3376276236799439	0.33664465610939054	3.5596217719645673	3.527243968515572	1.7632969051118095	1.7253880508574402
3.9999999999999973	28.51027389454004	28.801088467004114	997	4920	28424.743072856418	141701.35525766024	2.9087190096821636	2.915740203205871	17088	85551	49704.19043744881	249444.49012446546	31.135484180709668	31.14262444127402	4770	23962	148516.2595419851	746239.5668618081	0	0	0	0	0	0	20.558660487779303	20.505850814983745	0.3375997942747601	0.33748829588014984	3.559673423439467	3.5598809890589878	1.7603535948607714	1.7486240881773432
4.9999999999999964	29.19382107177582	28.86880098506815	1025	5945	29923.666598570213	171625.02185623016	2.8925147818487784	2.9118670752708127	17122	102673	49525.638094814785	298970.12821928016	31.259361327240764	31.16199796972125	4768	28730	149044.63480828397	895284.2016700915	0	0	0	0	0	0	20.615913227840714	20.89986982205752	0.3377226729519932	0.33833664291554727	3.5686147973412083	3.6136495821462566	1.7419961552560015	1.6550658299735628
5.999999999999996	28.99229408798077	28.886000980001068	962	6907	27890.5869126375	199515.6087688674	2.8400365839288675	2.901616457994103	17091	119764	48539.065255928275	347509.19347520574	30.981031808448126	31.135985398689762	4823	33553	149421.5164121453	1044705.7180822376	0	0	0	0	0	0	20.685706483821168	21.1170962500288	0.33783106776660765	0.3384822421157334	3.580398303735462	3.652977295501729	1.7417644444940863	1.7403386098675013
6.999999999999995	28.86977289690827	28.883977353874673	984	7891	28407.856530557736	227923.46529942504	2.9640236024632127	2.9094228788722116	17123	136887	50752.97614497759	398262.16962018044	31.193362242203623	31.143154511387326	4791	38344	149447.39850239755	1194153.1165846356	0	0	0	0	0	0	20.631972169178272	20.26405427041715	0.3377603424722581	0.33726566606318986	3.5707046522653254	3.5043315395910133	1.7473504498406076	1.7865823875301425
8.000000000000004	29.610759765943605	28.964994647867208	990	8881	29314.65216828417	257238.11746770868	2.987284075513681	2.9180701340980075	17102	153989	51088.53225943497	449350.70187961805	31.22193953200522	31.15187266825543	4771	43115	148959.8735071969	1343112.9900918328	0	0	0	0	0	0	20.601584113297918	20.363881626319145	0.3376604822422381	0.33686118582621916	3.561474591817326	3.4895213816317368	1.7468278274739957	1.7427644021206634
9.000000000000012	28.70138045095465	28.938219872581428	1004	9885	28816.18597275847	286054.3034404674	2.9545820705375743	2.921724805739855	17128	171117	50606.08170416757	499956.78358378675	31.15393810486925	31.152079073939465	4787	47902	149133.9017080091	1492246.8917998483	0	0	0	0	0	0	20.566721009614216	20.25847213813677	0.33770461146467035	0.3381013545072396	3.556909824271429	3.5163775121145733	1.7477687892496117	1.7561686252305662
10.000000000000021	28.602222718317808	28.908054382212537	975	10860	27887.167150359863	313941.47059082816	2.8549420555073293	2.9156525822591015	17115	188232	48862.33328000794	548819.1168637952	31.117229171994655	31.148900202215685	4808	52710	149611.6378589503	1641858.5296587888	0	0	0	0	0	0	20.598117536313257	20.917920829640163	0.3377215351268647	0.337890739117733	3.563651374656841	3.6326305580240055	1.7481574378527773	1.7521440244021849
11.00000000000003	28.257579676838677	28.856643050342797	932	11792	26336.064258813647	340277.53484964225	2.9295976351508854	2.916813798420133	17098	205330	50090.26036580984	598909.3772296059	31.329304463173827	31.164078083636976	4842	57552	151696.49221068766	1793555.0218694753	0	0	0	0	0	0	20.577494924938122	20.33961368109295	0.3377197681780548	0.33770031582641247	3.5628638285639376	3.5542349983674906	1.7600614671616355	1.9019645408499712
12.000000000000039	29.205025422091026	28.884078162117888	1008	12800	29438.665625467755	369716.200475109	2.9865191535867788	2.9221763755430956	17113	222443	51108.30227533055	650017.6795049328	30.897829111126555	31.143727544343598	4763	62315	147166.3600562958	1940721.3819257712	0	0	0	0	0	0	20.542156937842307	20.124717586704467	0.3376820129201638	0.33722900718751825	3.554422679950118	3.4555056188397195	1.7581530878809706	1.7360943911505324
13.000000000000048	29.031553090541035	28.894546334566595	978	13778	28392.85892254913	398109.05939765857	2.9806296021366423	2.926357496438573	17137	239580	51079.04949181564	701096.7289967532	31.174306724073354	31.145925532478596	4826	67141	150447.204250378	2091168.5861761454	0	0	0	0	0	0	20.517135018573594	20.199041092343798	0.33775356874530427	0.3386823831475754	3.550548080770367	3.5012410166634473	1.7610670052510657	1.7990104353756895
14.000000000000057	28.765225985394718	28.885917970146494	985	14763	28333.747595613797	426442.8069932727	2.8263359683159686	2.9196886152612245	17115	256695	48372.7400977278	749469.46909448	31.052170092510888	31.139673692762244	4797	71938	148957.25993377474	2240125.8461099304	0	0	0	0	0	0	20.55890184629783	21.16429071011927	0.3377588188316874	0.3378323108384458	3.5579416681575973	3.6651016082861174	1.75749117303391	1.7072482182066215
15.000000000000064	28.879292467072993	28.88552413768166	933	15696	26944.379871779103	453387.18686505134	2.7942418105277964	2.9118443244003576	17122	273817	47843.00827985693	797312.4773743327	30.94689381786075	31.127563419745428	4822	76760	149225.92198972453	2389351.768099659	0	0	0	0	0	0	20.609991768631282	21.410525767500896	0.33765617182278673	0.33611727601915664	3.5654013145840486	3.682258039272911	1.758568615243309	1.7756210574349327
16.000000000000053	28.909893084278103	28.886956229769908	980	16676	28331.69522259254	481718.88208764297	2.853433767092542	2.908406437050904	17124	290941	48862.19982769268	846174.6772020272	31.101214011129084	31.126029124193053	4746	81506	147606.36169681864	2536958.129796479	0	0	0	0	0	0	20.63431870781291	21.031189785265102	0.3374636094603373	0.3343844896052324	3.5674395526296303	3.6006986492593027	1.7565736130892953	1.7246479408944264
17.000000000000043	28.66038671072709	28.87451384586783	969	17645	27771.91472269455	509490.79681033787	2.817220150699759	2.903331077533522	17148	308089	48309.69114419947	894484.3683462252	31.060710906723138	31.122379947637825	4823	86329	149805.8087031257	2686763.938499626	0	0	0	0	0	0	20.664847442915484	21.19859095946631	0.3374804033899295	0.337765337065547	3.5732930036769512	3.6758198866510856	1.755643819174234	1.7395160408123367
18.000000000000032	28.74545683762404	28.867526572840397	1010	18655	29032.91140600028	538523.7082163376	2.9929769363184566	2.9080474380214563	17109	325198	51206.842403472474	945691.2107497016	31.2817808190388	31.13072627588048	4770	91099	149214.09450681508	2835978.0330064357	0	0	0	0	0	0	20.631799902666582	20.056030812753267	0.33749900060885984	0.33783388859664504	3.5682913226481396	3.4809216414548527	1.756080923311542	1.7637515469044374
19.00000000000002	28.535701404413718	28.85143120738219	951	19606	27137.452035597446	565661.1602519352	2.9486648987480306	2.910076655740129	17101	342299	50425.11843349007	996116.3291831905	31.458827099832817	31.147148594725955	4800	95899	151002.3700791975	2986980.4030856243	0	0	0	0	0	0	20.61752554997508	20.346336584302787	0.33743890575198876	0.33629612303374073	3.566492646748101	3.5327596176052327	1.760977063971545	1.858137542439324
20.00000000000001	29.055400473944527	28.861273219564968	994	20600	28881.06807110086	594542.2283230383	2.876494827394147	2.908478139519416	17108	359407	49211.07350705907	1045327.4026902547	31.245123664906103	31.151790021094683	4769	100668	149007.9947579372	3135988.3978435597	0	0	0	0	0	0	20.63383679087096	20.96319574941758	0.33741134702440406	0.33685994856207624	3.5687676574494307	3.614817766645973	1.7582054779165106	1.7039215234668186
21.0	28.76085560582945	28.85652238855854	1023	21623	29422.35528476353	623964.5836078012	2.9346132541774215	2.9096661907738546	17116	376523	50228.840458500745	1095556.243148744	31.16120206867438	31.152217695397777	4792	105460	149324.48031308764	3285312.8781566494	0	0	0	0	0	0	20.623925959010574	20.419064620935924	0.3375172300231327	0.3397405935966347	3.5683037600413607	3.5586494525099077	1.755798761548566	1.707165859849158
21.99999999999999	28.404364601557866	28.838127149397955	917	22540	26046.802339628564	650011.3859474299	2.9265028309570216	2.9103979452349256	17108	393631	50066.61043201273	1145622.853580769	31.068235531951974	31.14851506276107	4864	110324	151115.8976274144	3436428.7757840524	0	0	0	0	0	0	20.611147802097882	20.322071622278656	0.33753439134621005	0.33791208791208793	3.5670030053598083	3.5385399258777195	1.7624658249808287	1.9221787680186577
22.99999999999998	29.431418252874433	28.850144608070455	466	23006	13715.040905839485	663726.4268532689	3.01637406571076	2.914817970641273	17132	410763	51676.52049375674	1197299.3740745212	31.003961974858438	31.141930768340366	5265	115589	163235.85979762967	3599664.6355816945	0	0	0	0	0	0	20.581757070480904	20.03577106524825	0.337408676049206	0.334520196124212	3.560839631884419	3.424203081259067	1.8039049307572776	3.767872137497913
23.999999999999968	28.249474884469347	28.84860810194895	59	23065	1666.7190181836916	665393.1458714525	2.9854506730147183	2.9176461113337795	17133	427896	51149.72638076117	1248449.100455279	31.141285489928364	31.141900585353625	5672	121261	176633.37129887368	3776298.006880566	0	0	0	0	0	0	20.56126973530672	19.8933986453793	0.3372922392357021	0.3345006712192844	3.557767113719127	3.485846414695993	1.8762578307298452	30.68887186305801
24.999999999999957	35.06288518604162	28.84887751481135	1	23066	35.06288518604162	665428.2087566386	2.865496194121924	2.915640214578156	17117	445013	49048.698354784974	1297497.798810069	30.950056615642417	31.133196743580072	5763	127024	178365.17627594725	3954663.183156515	0	0	0	0	0	0	20.572522617324996	23.037176575944617	0.3372710460143861	0.3367412513875095	3.5607701193406447	3.6372063917110933	1.949868944141188	1398.8779900608706
25.999999999999947	0	28.84887751481135	0	23066	0	665428.2087566386	2.8829559998074163	2.914429952672479	17112	462125	49333.14306870451	1346830.9418787693	30.936765422016876	31.124714021263866	5733	132757	177360.47616442275	4132023.659320927	0	0	0	0	0	0	20.578155080063095	10.730918343562466	0.3371879902623749	0.3350280504908836	3.5620297387772615	3.5951586526205954	2.024006382890411	0
